companies,force,0.000000574437081
title,add,0.000000068808092
body,additional,0.000000851953530
contract,air,0.000000399062003
washington,contract,0.000001097983272
non,training,0.000000040216889
title,target,0.000000118907074
center,reuters,0.000000552593235
voting,body,0.000000240947401
fund,training,0.000000025238169
companies,francisco,0.000000060576006
work,training,0.000000034535486
companies,beach,0.000000069282230
johnson,reuters,0.000001174573526
washington,finance,0.000001581491119
officer,training,0.000000025271419
title,selling,0.000000146933658
companies,seat,0.000000046181640
companies,williams,0.000000090503562
help,london,0.000001349754712
benefits,reuters,0.000000968118570
people,pro,0.000000110070374
people,term,0.000002009535137
suit,reuters,0.000000871982706
people,suit,0.000000249904076
companies,pennsylvania,0.000000166343924
kansas,title,0.000000034615503
quiet,reuters,0.000000198581077
american,june,0.000003323347528
companies,trends,0.000000068297439
meet,march,0.000005001181307
agreement,line,0.000007240704690
support,price,0.000004156374871
report,world,0.000006056242000
common,increase,0.000020360634153
company,lost,0.000001805670536
good,market,0.000010603513147
stock,major,0.000029192706279
term,west,0.000003311753744
meeting,financial,0.000009599360055
december,agreement,0.000024693001251
agreement,brazil,0.000006018063686
change,market,0.000016753643649
led,new,0.000006122937975
stock,december,0.000016188329028
warned,trade,0.000014584777091
plan,buy,0.000005618715022
farm,government,0.000002615458243
court,oil,0.000031885356293
major,sales,0.000043689327867
oil,member,0.000004657819773
week,date,0.000002113189794
area,oil,0.000018673901650
plans,common,0.000015928215362
house,policy,0.000001533913860
alleged,said,0.000016403617337
house,japan,0.000014766694221
market,states,0.000007286402706
important,market,0.000005271049758
despite,trade,0.000014091009689
experts,said,0.000025755067327
group,canadian,0.000007182648005
shares,seeking,0.000003944788205
increase,earlier,0.000010508816558
add,market,0.000012381927263
bank,change,0.000005958056590
trade,little,0.000003274297114
budget,foreign,0.000002477943099
domestic,report,0.000003818465302
difficult,year,0.000014068201381
costs,rose,0.000008085743502
government,group,0.000029374838050
results,expected,0.000013674028196
shares,future,0.000002430935638
oil,general,0.000011544523659
department,market,0.000020587975087
target,government,0.000002414716619
today,issue,0.000003358126378
major,products,0.000011436586647
changes,bank,0.000019756818801
world,likely,0.000002285591790
company,food,0.000004577463642
likely,remain,0.000000592231970
second,market,0.000015943021936
bank,come,0.000002656440302
week,bid,0.000004206665835
week,held,0.000002919367489
gold,australia,0.000000738014137
asked,bank,0.000027663461879
expected,federal,0.000009033176866
car,rose,0.000002023589104
said,defend,0.000004917489150
world,sales,0.000040396582335
board,business,0.000007532907148
stock,possible,0.000005216913905
note,reflects,0.000000698739086
sales,second,0.000009975851754
paid,program,0.000001930134886
president,stock,0.000028531250791
oil,secretary,0.000010216289411
cash,sales,0.000033747252019
services,industry,0.000002768786317
increase,officials,0.000003422011559
debt,december,0.000007472486686
industry,high,0.000003630221272
rise,real,0.000001978265118
stock,payment,0.000006805443263
new,come,0.000001273763814
major,including,0.000003511243449
months,june,0.000004073230684
report,program,0.000001644130862
oil,called,0.000003019761380
report,month,0.000007630700566
official,fall,0.000003641054718
today,strike,0.000002787352969
money,canada,0.000004460058790
board,committee,0.000004379791335
contract,based,0.000002573079200
falls,billion,0.000017026557543
central,officials,0.000003221952284
japan,efforts,0.000002034301815
fall,west,0.000004187582363
end,officials,0.000003860239303
bank,news,0.000006483540801
morgan,york,0.000000570504255
reuters,officials,0.000001410408913
american,sale,0.000010884212315
secretary,japan,0.000017736283553
april,increased,0.000016769314243
short,week,0.000004676004664
price,economic,0.000007475279290
sales,international,0.000024570796086
paris,minister,0.000005590728961
market,july,0.000004176125003
billion,use,0.000003065276132
fully,company,0.000012546843209
killed,said,0.000029620954592
high,officials,0.000002236381306
oil,results,0.000015541094399
support,trade,0.000017684242266
recent,paris,0.000006092104286
official,national,0.000016184540073
bond,years,0.000002408784894
april,rights,0.000003051505018
plans,products,0.000009467444215
communications,commission,0.000002328615892
billion,weeks,0.000008752818758
money,center,0.000000263484992
share,recent,0.000004077980975
tax,minister,0.000003639661600
years,companies,0.000005398654594
price,proposed,0.000007034212103
australian,new,0.000005742745088
new,chemical,0.000002663824262
county,company,0.000012403814253
area,company,0.000032375093724
act,company,0.000018071057639
talks,companies,0.000007523009117
june,seven,0.000003246834467
natural,energy,0.000001898621122
airport,said,0.000011494928913
ruling,body,0.000000825761049
decision,market,0.000010498050870
billion,late,0.000006439715435
said,true,0.000000418580754
non,tax,0.000006687426321
accounts,year,0.000044037657062
said,university,0.000003957438366
today,tax,0.000010270008715
shares,finance,0.000004584834187
offers,market,0.000006976017175
agreement,general,0.000009559493265
order,billion,0.000068102839577
term,international,0.000006535442935
open,shares,0.000009708411199
likely,economic,0.000003735722657
expected,international,0.000013204972674
trade,plan,0.000007241442745
north,net,0.000041488343413
insurance,stock,0.000019278166292
administration,offer,0.000004182667453
results,ended,0.000004606588845
campaign,said,0.000038209753257
trade,program,0.000004854728104
president,expected,0.000012164677173
loss,increase,0.000051958228141
support,year,0.000033757103665
security,national,0.000012460231119
increase,industry,0.000003785296713
seven,expected,0.000012566987607
future,new,0.000009138238966
economic,plan,0.000003019636097
common,national,0.000033037576941
non,farm,0.000001122299977
bank,kong,0.000002581671197
held,end,0.000012513976799
low,close,0.000002252269041
university,said,0.000047789915698
plan,countries,0.000001938203923
march,additional,0.000005797340236
state,national,0.000009417528418
debt,month,0.000010707833098
billion,low,0.000005843987765
today,bid,0.000005756391147
week,private,0.000002781726380
said,george,0.000001231865213
moore,said,0.000027813584893
january,board,0.000014954945073
bank,additional,0.000008645423804
foreign,recent,0.000002844511755
members,week,0.000003894541805
term,net,0.000059109526774
gold,shares,0.000011928482309
far,west,0.000002074739541
ruling,court,0.000006861473594
point,points,0.000000311566879
bank,opened,0.000002894233376
said,attacked,0.000002287146117
march,control,0.000003081443992
company,south,0.000021997933800
president,set,0.000001848894613
issue,test,0.000000358982078
owned,government,0.000008336784049
june,month,0.000008060861546
april,according,0.000004897732651
income,new,0.000032355561416
american,texas,0.000001037716174
government,far,0.000001444834879
seven,current,0.000010658069186
years,points,0.000000577176820
american,insurance,0.000001736776426
week,minister,0.000003521116469
consider,new,0.000023888025680
plan,court,0.000004748752872
london,months,0.000003266771955
based,offer,0.000007826280125
asked,government,0.000004208380687
april,opened,0.000002845135441
red,said,0.000029785465813
paper,days,0.000001233546755
budget,told,0.000003163718247
speaking,conference,0.000000254022353
sen,said,0.000024535944249
land,program,0.000001229956410
year,recently,0.000002590706572
budget,april,0.000009992759260
lead,share,0.000010885201846
bring,new,0.000004880837423
companies,light,0.000001742022619
attorney,said,0.000012958465959
case,court,0.000001193038770
end,finance,0.000004180193628
civil,said,0.000027055191822
canada,agreement,0.000019083096049
washington,budget,0.000000673324564
house,farm,0.000001227478947
told,newspaper,0.000001586644885
said,mexican,0.000000915799433
foreign,meet,0.000001174006343
week,head,0.000001242974008
army,said,0.000010396663129
june,public,0.000001740370976
bond,june,0.000001589803674
march,order,0.000007946822734
costs,set,0.000002054430979
protection,reuters,0.000000329484493
company,agency,0.000003938509508
points,set,0.000000863084438
september,net,0.000105754174001
billion,common,0.000044641183194
suit,company,0.000012514083210
day,trade,0.000020477153157
philippines,billion,0.000005168274129
effects,reuters,0.000002374858923
companies,rising,0.000001022558649
bid,set,0.000002355018069
start,domestic,0.000001265370770
companies,press,0.000000942992415
people,early,0.000001410942673
common,led,0.000001917344434
flight,said,0.000015707169950
iran,says,0.000006270843187
cuts,washington,0.000000670912868
march,john,0.000001056757810
places,names,0.000000004283979
final,title,0.000000075662371
spot,body,0.000000217134868
target,title,0.000000038284409
peter,author,0.000000002526692
ruling,title,0.000000101737662
title,illinois,0.000000101650720
companies,anchor,0.000000248071387
key,title,0.000000049680644
philippines,body,0.000000068423361
companies,hits,0.000000388175351
claims,body,0.000000222266735
ahead,body,0.000000235294905
companies,bear,0.000000345191722
title,offered,0.000000128031402
offshore,body,0.000000188012265
title,near,0.000000189757543
people,food,0.000000952974517
ended,training,0.000000060744995
announced,training,0.000000091970918
finance,training,0.000000040276827
allowed,reuters,0.000000631750311
state,training,0.000000030292934
houston,net,0.000029532264307
holds,body,0.000000297046171
today,title,0.000000115129723
accounts,body,0.000000574817932
cause,reuters,0.000000923795596
companies,party,0.000000505194350
people,heavy,0.000000943283112
companies,suspends,0.000000144405291
people,douglas,0.000000031497340
april,community,0.000006503913937
attack,iran,0.000000584475174
new,selling,0.000001912015478
december,ago,0.000002519618647
planned,share,0.000032782158087
trade,warned,0.000001174518502
government,test,0.000000507206892
market,services,0.000006616871815
rose,canada,0.000007801060747
board,action,0.000008961294952
meeting,farm,0.000002279532055
states,commission,0.000003234043788
pointed,said,0.000024647266400
says,fall,0.000005143670023
year,way,0.000003120674137
point,month,0.000005096926543
finance,reporters,0.000001073836529
based,trade,0.000024252402000
second,april,0.000024866707463
deal,shares,0.000011647252904
home,net,0.000034574313759
department,current,0.000013915378076
executive,committee,0.000002441591505
chairman,stock,0.000047539368097
aid,billion,0.000019133394744
billion,aid,0.000002364613010
billion,power,0.000011483444723
real,rise,0.000003486376954
paris,european,0.000006904795555
results,fourth,0.000002252969352
rose,expected,0.000025523380828
sales,told,0.000024895256502
director,bank,0.000012851347492
market,nations,0.000021381256374
oil,recovery,0.000001672099074
earlier,price,0.000007501970231
congress,president,0.000001535653496
possible,market,0.000016694673832
buy,based,0.000008756740499
oil,use,0.000003259880259
shares,meeting,0.000009835285709
state,market,0.000011851750060
july,january,0.000006162928003
says,economic,0.000008772849469
meeting,time,0.000009099544513
federal,today,0.000011050363355
actually,said,0.000027223948564
trade,point,0.000002856935225
budget,current,0.000004330311640
daniel,said,0.000027715677788
foreign,price,0.000008552558029
agreement,industry,0.000007593082046
world,open,0.000003216477580
agreement,details,0.000006193144145
states,april,0.000023923787012
industry,economic,0.000006340810614
buy,official,0.000004931928288
billion,paid,0.000008262960364
recently,commission,0.000001483233405
business,tax,0.000009142108865
results,oil,0.000020666229830
year,australia,0.000003748508789
domestic,officials,0.000002502649068
industry,rose,0.000009914475413
officials,national,0.000011915645700
stock,early,0.000005474816135
end,range,0.000000902661213
set,rise,0.000004143388651
people,work,0.000001245697604
domestic,month,0.000010120331353
oil,project,0.000005082186817
cut,month,0.000005734661954
shares,major,0.000021546273274
month,west,0.000008065711881
african,year,0.000016722133296
major,rose,0.000012308765690
central,trade,0.000038429967390
likely,world,0.000005117082765
industry,statement,0.000003194531246
market,remain,0.000001778144110
trade,visit,0.000000871825989
government,political,0.000000561346667
selling,bank,0.000031218081858
progressive,said,0.000040339156840
today,companies,0.000007270069091
west,domestic,0.000002634631755
department,announced,0.000010654850485
price,follows,0.000000676164461
offer,previously,0.000015698138668
signed,group,0.000019091619833
including,share,0.000013350117115
agreement,federal,0.000017587426555
expected,start,0.000001786481448
business,cash,0.000007094992270
price,days,0.000003510989245
market,date,0.000004402408194
company,required,0.000002587677272
years,payment,0.000002770027322
use,japan,0.000006664862667
action,bank,0.000040717470256
group,public,0.000005058862826
income,ago,0.000004615866146
growing,market,0.000008466646250
believe,market,0.000003408310249
increase,president,0.000004808885478
price,energy,0.000005079119546
month,sale,0.000022435786377
air,texas,0.000000498132465
official,december,0.000007479409760
brazil,company,0.000026901852834
point,rise,0.000004898055067
point,trade,0.000015033651835
new,present,0.000001338987204
foreign,help,0.000002361034376
vice,bank,0.000025640292733
help,states,0.000002276894520
billion,authorities,0.000001063237505
hold,bank,0.000022093874577
oil,agency,0.000004597750376
saying,government,0.000007355855359
foreign,news,0.000002956044000
plan,plans,0.000004979793175
talks,official,0.000005113982297
april,asked,0.000007722105693
billion,union,0.000005956702353
policy,committee,0.000001650451281
countries,country,0.000000930883175
general,cash,0.000007656908565
finance,canada,0.000003838361408
budget,market,0.000006406750344
september,government,0.000007209791420
week,british,0.000004035935490
weather,winter,0.000000353179388
family,shares,0.000005360935120
non,sales,0.000026624667953
cut,net,0.000048039139074
bank,past,0.000002987816288
bank,taking,0.000007192697467
europe,european,0.000001666887783
far,told,0.000004148374956
seeking,billion,0.000028427753932
company,hold,0.000006816407677
group,time,0.000012678500752
president,current,0.000010316869520
del,said,0.000022003217964
bank,currently,0.000005461252840
union,pay,0.000009494408005
market,line,0.000005049461834
producer,consumer,0.000000875942192
international,paris,0.000013973356545
building,company,0.000008605436051
loss,primary,0.000005083365068
number,stock,0.000023522559786
southern,santa,0.000000718316016
series,price,0.000002274520511
april,later,0.000004485786576
number,market,0.000012584337128
plans,plant,0.000002764770898
friday,week,0.000001892860951
trade,key,0.000001303914132
leader,robert,0.000000067362976
president,announced,0.000007899512639
commission,board,0.000006270283393
non,life,0.000000664683512
late,new,0.000010005757758
oil,friday,0.000002311694516
agreement,continue,0.000008819928553
past,market,0.000006740776371
officials,stock,0.000028029629902
company,fuel,0.000002089312829
market,use,0.000001882455990
note,federal,0.000010478119293
company,voting,0.000002440121989
industry,april,0.000032437212212
year,bring,0.000002861546363
increased,net,0.000132063461933
stock,morning,0.000008179978977
said,media,0.000000592957633
june,major,0.000010144190128
strong,rise,0.000007400798950
expected,president,0.000004954511951
lead,oil,0.000009559397768
cash,week,0.000007093640761
non,public,0.000001787589440
sale,charge,0.000004628825536
impact,tax,0.000003113067123
national,york,0.000003152588988
said,entertainment,0.000004669364898
market,offers,0.000001856738209
korea,won,0.000000051487223
committee,expected,0.000014410597032
price,term,0.000004336643997
foreign,long,0.000002705769248
administration,company,0.000017438678697
market,friday,0.000001334914828
current,today,0.000020180146748
income,january,0.000028297994504
long,run,0.000000232770333
late,market,0.000012094273188
said,entry,0.000000606896890
policy,current,0.000006846289580
public,expected,0.000010127856513
tax,costs,0.000003634497716
policy,price,0.000003695013902
march,weather,0.000002347307372
costs,increase,0.000008305840311
government,way,0.000001021844810
loss,international,0.000051710583648
canada,market,0.000016498146579
deal,share,0.000017155809473
shares,national,0.000025854302294
national,debt,0.000010554862456
house,government,0.000005171601060
said,discovered,0.000001555593713
said,pennsylvania,0.000001789749831
farm,plan,0.000001471863129
april,additional,0.000008498762327
bid,cover,0.000002134418310
national,program,0.000002837293778
products,based,0.000012048837561
week,economic,0.000005383911230
officials,west,0.000003703469019
federal,state,0.000003626949137
ahead,week,0.000002164109674
gold,japan,0.000010992508578
early,morning,0.000001440059350
london,york,0.000001364661216
net,settlement,0.000003520066002
companies,local,0.000000367523853
offer,current,0.000022250971597
kong,company,0.000011973073015
community,west,0.000002668906063
hold,conference,0.000000415890582
following,shares,0.000020810457499
return,company,0.000014826650840
bank,monday,0.000002734381042
proposal,year,0.000040475912101
vice,executive,0.000001242839630
rise,increased,0.000009555514225
said,jim,0.000001547427473
non,shares,0.000014650975572
march,mark,0.000001914945642
private,official,0.000003458130777
services,group,0.000026520689062
commission,government,0.000004678675850
answer,said,0.000030963714380
new,southern,0.000003273175253
deal,bank,0.000024709754143
seven,government,0.000004738791176
target,bank,0.000015872952645
largest,japan,0.000007346098300
president,shares,0.000014212927454
stock,private,0.000006944579582
month,july,0.000003707401902
month,stock,0.000061045175244
insurance,march,0.000008920403161
financial,current,0.000009630361092
carolina,said,0.000012597038221
self,food,0.000000191960538
japan,seen,0.000002253969342
debt,plans,0.000006857049357
told,administration,0.000001825900085
state,federal,0.000003951374310
cut,spending,0.000000482326811
president,federal,0.000005088998023
administration,report,0.000001658023166
number,including,0.000001711396408
energy,agency,0.000000934507170
friday,year,0.000015766887373
market,impact,0.000001807581725
june,owned,0.000004634912329
japan,party,0.000001511562573
fund,board,0.000003976796961
london,talks,0.000002411813966
says,shares,0.000026792225981
washington,state,0.000001654774110
price,present,0.000001331407475
texas,sweet,0.000000057524183
government,central,0.000003980686415
party,election,0.000000019167818
billion,strong,0.000005920496278
sales,debt,0.000021263500457
texas,loss,0.000024111292078
texas,billion,0.000018185301087
previous,rose,0.000007232526968
rising,trade,0.000013526479961
raise,issue,0.000001287866667
expected,group,0.000037355257518
billion,giving,0.000002091748456
seven,major,0.000010442173334
people,today,0.000005103554940
finance,bond,0.000001343779331
products,include,0.000003589894732
agency,debt,0.000003549317171
minister,says,0.000008545845049
march,leading,0.000002514362450
officials,debt,0.000006324718470
private,companies,0.000005087140380
kong,new,0.000004743524642
companies,remain,0.000000694131643
australia,march,0.000004850292953
debt,officials,0.000002647931296
companies,legal,0.000000806666606
iraq,says,0.000002820872396
said,missile,0.000002981909802
kansas,march,0.000006283731182
mexico,debt,0.000003036931048
set,arabia,0.000000246571460
wilson,tax,0.000002364394959
plans,training,0.000000054630597
non,date,0.000001882950983
military,body,0.000000187654067
body,philippines,0.000000028922146
author,peter,0.000000005242270
water,title,0.000000018823624
title,non,0.000000317948547
body,key,0.000000154311607
germany,usa,0.000000060704728
body,little,0.000000387496527
body,drop,0.000000681980794
march,communications,0.000004047216862
west,usa,0.000000088818254
required,body,0.000000349363233
iranian,reuters,0.000001188801775
body,issues,0.000000319891797
nuclear,reuters,0.000000465894686
body,force,0.000000202698928
people,entertainment,0.000000343334278
order,march,0.000020165007300
continues,reuters,0.000001822628064
people,housing,0.000000325137108
washington,filed,0.000000362862323
line,training,0.000000041901309
energy,training,0.000000033095866
places,data,0.000000131149108
performance,body,0.000000494425308
body,county,0.000000168884981
reach,body,0.000000363064686
body,mark,0.000000281412611
leaves,title,0.000000009518510
companies,manhattan,0.000000228830018
title,recent,0.000000229894042
leader,title,0.000000018058168
florida,reuters,0.000000695646236
went,body,0.000000410007516
secretary,title,0.000000098482744
date,israel,0.000000247392705
tariffs,reuters,0.000001270438247
companies,quiet,0.000000027972934
paris,bid,0.000006679224498
meet,today,0.000002597477533
earlier,agreement,0.000023787386453
paid,record,0.000028146418117
group,received,0.000005670970950
commission,sale,0.000010695394849
bid,oil,0.000023417866032
cash,companies,0.000006000411304
week,fall,0.000003156678076
major,years,0.000008205746781
received,bank,0.000023869364668
meet,bank,0.000011422504940
currently,bank,0.000019380866433
shares,hold,0.000004064151199
sale,international,0.000021676649339
season,june,0.000001331374278
end,stock,0.000055450498621
major,farm,0.000001841619905
bid,buy,0.000007392099633
offer,possible,0.000003895836016
debt,rose,0.000009701024283
better,expected,0.000009206022696
earlier,tax,0.000008740628800
business,loss,0.000083306083980
billion,british,0.000013691176719
nations,market,0.000031219373341
conference,market,0.000005944360510
states,products,0.000006794194633
trans,said,0.000018016036847
owned,gold,0.000004619604624
gold,short,0.000001936756234
michael,president,0.000000833519778
fourth,earlier,0.000005737505489
joseph,said,0.000024803724955
trade,increase,0.000020968753233
current,west,0.000011094753063
trade,large,0.000001857754796
government,net,0.000093916896731
oil,despite,0.000006124925676
officials,policy,0.000001336624337
group,officials,0.000005794255230
washington,economic,0.000003421923793
foreign,aid,0.000000925482880
short,trade,0.000020404377210
offer,trade,0.000051095365052
june,issue,0.000002128920187
worked,said,0.000008108459042
general,business,0.000006505434612
financial,policy,0.000001270010785
term,policy,0.000001195249638
domestic,new,0.000015911355149
costs,rise,0.000008576676009
said,award,0.000000923099435
oil,india,0.000003040785941
world,set,0.000002891715667
foreign,fund,0.000001797697905
common,international,0.000020263591068
industry,international,0.000010135812772
national,office,0.000001458538804
spending,company,0.000010991702766
companies,september,0.000002394350304
country,officials,0.000001143308396
agency,saying,0.000001585680366
final,share,0.000021780031602
says,price,0.000010496246432
small,market,0.000008554700798
reported,bank,0.000055275144405
today,support,0.000002524527190
current,annual,0.000019258293833
range,share,0.000008312219506
action,united,0.000006367768947
london,business,0.000003035777354
agrees,said,0.000017144173398
holds,common,0.000005724206403
march,start,0.000002273637847
gold,expected,0.000010209448192
report,january,0.000010492610272
price,according,0.000002375467830
city,national,0.000005779681942
company,lines,0.000002528707000
said,louisiana,0.000003258318884
african,bank,0.000011149641068
previous,current,0.000010254099834
year,think,0.000003808320571
year,going,0.000003919291885
payment,debt,0.000007105247732
short,days,0.000001882610491
company,network,0.000004126557087
international,buy,0.000010503249541
meeting,end,0.000023567454264
meeting,industry,0.000004600106422
new,class,0.000001371975941
week,canadian,0.000002848386885
communications,year,0.000032721021853
tariffs,agreement,0.000010099118299
announced,japan,0.000030875940865
director,international,0.000003170658829
general,set,0.000002811797458
way,oil,0.000007473567166
gold,foreign,0.000004954750693
industry,official,0.000004253444786
officials,issue,0.000002084005473
faces,said,0.000023755861548
visit,week,0.000001744828523
plus,share,0.000024867926186
bank,low,0.000005016708656
shares,possible,0.000003850449048
general,board,0.000009349166248
minister,budget,0.000001055171424
green,coffee,0.000000358769000
said,tell,0.000000694012726
business,leaders,0.000000375838283
rise,european,0.000007093769909
new,received,0.000003140268518
domestic,money,0.000006127813776
bank,need,0.000005225459518
buy,japan,0.000020691901227
january,tax,0.000015781921320
having,market,0.000004754592283
group,buying,0.000010950429896
half,expected,0.000011050950889
high,week,0.000006112914434
said,police,0.000000523151300
officials,secretary,0.000002404798352
west,united,0.000004921694654
japan,issues,0.000002712449714
april,short,0.000007642426681
reuters,stock,0.000020259854864
country,years,0.000002792401801
present,year,0.000024533375836
according,oil,0.000009830965610
legislation,congress,0.000000281483182
non,price,0.000005739733297
cut,state,0.000001606820319
funds,new,0.000009700504052
new,wall,0.000001564230274
finance,week,0.000005604822945
golden,said,0.000028160726288
note,latest,0.000004243024250
year,support,0.000006797995411
announcement,company,0.000008663763765
american,public,0.000001799993925
companies,continues,0.000000739292659
industry,report,0.000004129026820
chairman,share,0.000034882195905
budget,statement,0.000000984122039
shares,non,0.000005459608019
chairman,billion,0.000074291492638
expected,agreement,0.000031339237466
june,cut,0.000003185057949
plant,expected,0.000013181763279
steel,plant,0.000001065235665
market,brazil,0.000004196826922
brazil,official,0.000002634828661
canadian,foreign,0.000007771536730
time,current,0.000011935935618
market,better,0.000004091974915
financial,recent,0.000001728682037
finance,nations,0.000009158596185
april,white,0.000006336958904
net,september,0.000015281662854
west,europe,0.000000848990510
trade,growing,0.000002295414788
need,trade,0.000013042795217
selling,billion,0.000046161963837
continue,international,0.000004813298801
market,consumer,0.000004861758953
review,market,0.000009115406101
told,long,0.000002684873834
germany,policy,0.000000970538736
short,end,0.000009694733308
price,financial,0.000007364350950
shares,products,0.000014412324163
company,good,0.000005070513907
said,van,0.000001352569029
market,potential,0.000001518227918
year,press,0.000004272623300
letter,bank,0.000023407899789
economic,annual,0.000007654387446
weather,year,0.000019678620447
oil,annual,0.000027310115911
january,rising,0.000002644007964
canadian,today,0.000009026215594
official,saying,0.000003837911208
industry,energy,0.000004308297775
earlier,cut,0.000004275893843
december,government,0.000006415501957
end,increase,0.000014527426174
trade,money,0.000013642803424
government,products,0.000009437442714
major,increase,0.000012643818081
pay,increase,0.000017674967239
cover,sale,0.000008879651432
june,additional,0.000002575459575
common,public,0.000004723587608
decision,billion,0.000030665396480
high,today,0.000007720319445
week,little,0.000001350305752
year,special,0.000008202253412
increase,major,0.000017414546164
million,said,0.000011732708117
reuters,china,0.000001758200483
data,showed,0.000000727446434
farm,meeting,0.000002630789140
despite,market,0.000009078796211
night,close,0.000000945739714
close,high,0.000004475860351
president,iran,0.000001420874923
results,months,0.000005174273610
price,short,0.000003706681582
general,office,0.000001352950449
board,january,0.000019449194951
june,high,0.000002673996278
year,aid,0.000002568482614
money,set,0.000002217873543
picture,said,0.000010961381122
america,billion,0.000013973272871
took,billion,0.000035743832996
agency,officials,0.000001095039124
shares,newspaper,0.000002219070666
board,companies,0.000008087269634
economic,commission,0.000003764680969
new,income,0.000010923989976
said,rally,0.000000706509866
week,seven,0.000003742705076
increase,spending,0.000001163884122
said,aide,0.000002676161557
central,rose,0.000011804022506
central,governors,0.000000045780567
net,insurance,0.000010047309843
income,months,0.000011794119928
action,year,0.000061067701608
canada,plant,0.000002134112265
great,bank,0.000016486690583
march,robert,0.000000612874089
making,stock,0.000022396887289
plan,cash,0.000004874531442
share,note,0.000031017298170
share,end,0.000024786637368
march,certain,0.000003414787898
mexico,year,0.000021332883989
australian,government,0.000002086025916
national,american,0.000005028619398
address,said,0.000018455912141
asked,new,0.000011585502762
class,action,0.000003469355988
house,staff,0.000000565746859
buy,products,0.000010681382264
group,continue,0.000007444973562
american,buy,0.000006023819878
asked,market,0.000014003759134
turned,said,0.000032939155062
companies,aide,0.000000248729293
face,reuters,0.000000763646426
want,reuters,0.000000885178508
right,government,0.000002575724466
shares,use,0.000001664954425
sale,month,0.000023403850719
march,issues,0.000002176787120
ago,increased,0.000004569606517
short,april,0.000020504874556
new,planned,0.000004974591320
line,products,0.000007261467545
market,europe,0.000001960457212
economic,agency,0.000001288642238
said,event,0.000001322726803
change,tax,0.000007120634564
proposal,cash,0.000004506288406
fund,york,0.000001243918177
king,world,0.000000939810718
debt,paris,0.000010292954357
people,country,0.000001017730028
points,london,0.000000836627180
johnson,body,0.000000312173029
companies,act,0.000000715813883
senate,farm,0.000000834865943
said,win,0.000000482684072
national,group,0.000034502561903
defense,secretary,0.000002542454013
calls,new,0.000004588024694
work,contract,0.000001321846185
term,paper,0.000000635441324
defense,contract,0.000001550999855
monday,stock,0.000015248089767
chairman,april,0.000039668590034
companies,alaska,0.000000143992153
debt,program,0.000002307138175
body,african,0.000000220263857
title,members,0.000000203547572
housing,title,0.000000025696867
committee,title,0.000000086153719
michigan,body,0.000000214996078
best,body,0.000000248494956
global,title,0.000000032173951
launches,march,0.000000610002132
people,complete,0.000001254699555
body,remain,0.000000244934995
product,training,0.000000026821429
title,douglas,0.000000005253241
title,party,0.000000066658650
companies,river,0.000000591182527
federal,training,0.000000062875742
places,wins,0.000000005616626
places,farm,0.000000077441307
paul,reuters,0.000001225960887
letter,body,0.000000458246632
post,title,0.000000024373410
title,austin,0.000000002039358
title,post,0.000000040780318
title,heavy,0.000000157324180
israel,companies,0.000001601704867
consider,reuters,0.000004201394859
drops,title,0.000000010730030
time,test,0.000000420398891
jones,points,0.000000075782957
trends,reuters,0.000000387003979
points,test,0.000000169626688
common,certain,0.000004117369372
financial,proposed,0.000004087879461
japan,test,0.000001022892206
bid,told,0.000009600827980
canadian,rose,0.000009579154721
previous,oil,0.000018273214664
york,coffee,0.000001310812081
meeting,annual,0.000013700368072
meeting,price,0.000011658121366
previously,plan,0.000005696845164
miles,east,0.000000238697908
real,bank,0.000013619564015
shares,sales,0.000055057062127
general,public,0.000002637282250
come,new,0.000005790289379
world,policy,0.000002127924290
market,members,0.000003951782219
help,central,0.000002147780606
oil,pay,0.000049673690228
term,week,0.000004769554835
economic,today,0.000008020785572
price,national,0.000019481978597
budget,oil,0.000007716787877
chairman,director,0.000000518950856
month,talks,0.000007271247341
trade,according,0.000004148638709
executive,march,0.000012960370441
trade,early,0.000005317702744
sale,companies,0.000013381559256
sets,date,0.000004449574135
stock,second,0.000008723161955
told,country,0.000002084006383
sales,costs,0.000010038558685
half,week,0.000004932091088
offered,price,0.000003137311296
date,meeting,0.000004566978987
fourth,agreement,0.000016607387806
week,according,0.000001710880269
free,march,0.000015093970433
cut,share,0.000014947024283
recently,bank,0.000013896574274
oil,members,0.000006843366918
months,told,0.000009589060937
company,cover,0.000005990940281
sales,shares,0.000046943296184
buy,sales,0.000040804348828
media,general,0.000000332064474
open,products,0.000004618350431
products,states,0.000006571838640
hold,market,0.000011184332834
trade,deal,0.000008170446563
recent,countries,0.000001579620402
group,increased,0.000014771527276
likely,years,0.000003894065230
american,expected,0.000012626611351
economic,future,0.000001334011927
near,year,0.000036738605559
despite,foreign,0.000003511411705
finance,world,0.000006581018170
current,budget,0.000002695099965
world,domestic,0.000003948058293
price,general,0.000004443006674
costs,price,0.000006187114650
try,trade,0.000007356502010
washington,minister,0.000002237962690
trade,source,0.000001175709372
current,countries,0.000005891876754
expected,half,0.000004713862381
officials,saying,0.000002825609272
official,rose,0.000009710012819
drop,rise,0.000007502456810
debt,firm,0.000003162305120
group,ended,0.000011955057744
earlier,months,0.000006201832093
billion,firm,0.000009309055713
decided,company,0.000013327332454
officials,department,0.000005331576176
longer,market,0.000006233276054
issue,foreign,0.000005832299848
industry,analyst,0.000001476546117
