title,seen,1.467280626296997
offer,new,1.707506537437439
said,growing,0.195910722017288
oil,energy,0.501519262790680
leading,said,2.218423604965210
said,believes,0.109314188361168
note,results,0.741955041885376
annual,year,1.302014946937561
general,agreement,1.067713260650635
half,net,1.586858749389648
government,economic,0.744052767753601
companies,cash,0.799515366554260
company,increase,0.810275137424469
include,said,3.887092590332031
signed,said,3.432880163192749
jan,march,1.174929738044739
coffee,people,0.706125259399414
body,money,2.373587369918823
contract,title,0.400358855724335
title,department,3.113513231277466
body,buy,1.990478873252869
market,week,0.825703918933868
friday,said,3.334675073623657
year,record,0.534884393215179
bank,president,0.502942502498627
government,bank,2.030976533889771
companies,chairman,0.642139792442322
continue,reuters,0.774895131587982
board,offer,1.174463629722595
producer,said,5.480917453765869
said,process,0.145009696483612
oil,day,0.379728496074677
white,said,2.792403459548950
month,january,0.910104513168335
shares,buy,0.628668844699860
share,title,0.170746698975563
march,president,0.726949751377106
industry,body,0.247998014092445
meeting,body,0.351432025432587
cut,body,0.480717927217484
non,body,0.296701341867447
people,house,1.451654911041260
board,chairman,0.564511835575104
share,group,0.688492476940155
commission,company,1.885790348052979
march,department,0.765999257564545
previous,week,1.417636156082153
companies,steel,0.599829554557800
board,meeting,0.829651772975922
bank,end,0.452760189771652
body,business,2.185990095138550
communications,said,3.507759332656860
union,title,0.360774338245392
gold,title,0.320305675268173
price,market,1.327067613601685
said,delivery,0.213638097047806
spending,billion,2.927745342254639
trade,minister,0.476287007331848
cut,bank,2.530065298080444
told,year,1.803026080131531
weather,said,4.372298717498779
later,year,1.806318879127502
department,reuters,0.589184343814850
said,weather,0.143124818801880
income,tax,0.913832664489746
march,commission,0.628739476203918
york,reuters,0.786424517631531
cuts,title,0.514256238937378
stock,board,0.914040207862854
chairman,president,1.140559673309326
said,taking,0.161890417337418
said,important,0.301944911479950
response,said,4.192199707031250
process,said,3.401122808456421
set,oil,1.458394765853882
south,african,0.747167170047760
march,price,0.921910285949707
expected,company,1.819507122039795
begin,said,3.676399946212769
companies,reports,0.661753714084625
plan,title,0.293482810258865
title,foreign,2.563683032989502
hong,people,1.027894735336304
sales,april,0.912340939044952
record,company,1.171313643455505
state,oil,1.643310427665710
reports,said,2.903764724731445
said,rising,0.198544338345528
san,said,3.517790317535400
offer,common,1.065835356712341
cut,reuters,0.911250948905945
bond,march,2.628165721893311
issues,march,1.959927678108215
air,title,0.411642909049988
money,body,0.365519672632217
title,plan,2.114096641540527
company,plan,0.473871737718582
share,record,0.797607958316803
trade,january,0.678875625133514
march,today,0.761886835098267
orders,said,2.696716547012329
said,offers,0.152808964252472
companies,pay,1.169241547584534
deal,reuters,0.680500268936157
finance,reuters,0.696311414241791
march,national,0.456386804580688
year,japan,0.583039164543152
said,secretary,0.386688828468323
said,longer,0.208985835313797
board,share,1.161729574203491
said,figure,0.186636939644814
net,seven,0.413484752178192
year,september,0.207825630903244
oil,minister,0.529161810874939
companies,minister,0.715455532073975
body,sale,3.595189094543457
later,reuters,0.785149931907654
help,bank,3.125036001205444
state,bank,2.684516668319702
week,april,1.326939940452576
political,said,4.754398345947266
body,month,2.405961990356445
jan,reuters,0.645740866661072
budget,title,0.346490681171417
body,cash,1.852641463279724
billion,federal,0.479657858610153
national,year,1.592757105827332
life,said,2.963721036911011
official,told,0.836089134216309
companies,car,0.287629216909409
price,title,0.236760705709457
results,body,0.293710112571716
tax,company,1.396474719047546
bank,governor,0.251283943653107
said,wanted,0.149254053831100
said,strike,0.183154031634331
billion,stock,0.889837443828583
plant,company,2.652160406112671
end,net,1.916470766067505
country,reuters,0.731153368949890
high,body,0.432886064052582
april,japan,0.976751983165741
state,reuters,0.966879606246948
tax,income,0.682019352912903
money,reuters,0.692880690097809
day,body,0.457636475563049
body,central,1.743840575218201
london,title,0.341988295316696
lines,said,3.224299669265747
year,drop,0.264204889535904
trade,official,0.605618298053741
january,month,0.950230538845062
houston,said,5.210564136505127
said,leading,0.168718457221985
april,oil,0.791130900382996
april,price,0.777911841869354
seeking,said,2.995900869369507
january,department,0.892117142677307
finance,bank,1.933291196823120
said,saudi,0.193935945630074
oil,april,0.895268797874451
corporate,said,2.793342351913452
plus,said,3.090296506881714
talks,reuters,0.765961766242981
include,body,0.561589598655701
year,include,0.225914508104324
oil,tax,0.783102750778198
billion,group,0.691293537616730
executive,company,2.358046293258667
countries,trade,0.742520689964294
january,earlier,1.005865216255188
board,shares,1.282935142517090
said,morning,0.236875221133232
told,company,1.963633418083191
bond,issue,1.001075387001038
report,title,0.266494542360306
body,canadian,1.913284778594971
title,products,2.329344749450684
canadian,title,0.287446677684784
title,owned,3.087562084197998
date,philippines,0.347572714090347
international,stock,1.150593161582947
economic,trade,1.412032246589661
southern,said,3.451961517333984
past,years,0.779436945915222
charge,reuters,0.997767627239227
body,proposed,1.888337373733521
title,cut,2.734209775924683
companies,power,0.597488522529602
companies,extends,0.256524026393890
new,world,0.541782736778259
trade,officials,0.432235747575760
market,april,0.754139840602875
said,car,0.111774906516075
march,offer,1.049801945686340
companies,urges,0.311277747154236
said,efforts,0.272256046533585
state,company,2.422549247741699
said,chemical,0.225315332412720
year,shares,0.577600777149200
senate,committee,0.474765896797180
companies,north,0.435446649789810
body,union,1.451499104499817
held,reuters,0.640374064445496
tax,training,0.214879825711250
oil,natural,0.464246362447739
april,market,1.075208306312561
united,japan,1.502836108207703
said,australia,0.167499750852585
bank,world,0.444448322057724
new,products,0.483313828706741
officer,company,3.057281970977783
said,pipeline,0.178610473871231
south,title,0.389983057975769
people,union,1.012306690216064
rose,month,0.970827162265778
year,previous,0.262233048677444
set,year,1.974102020263672
new,companies,0.746990859508514
offer,april,1.339672803878784
states,trade,0.993787467479706
share,tax,0.624897778034210
said,view,0.167551875114441
annual,body,0.298556506633759
body,canada,1.724442362785339
title,common,3.075903892517090
bank,help,0.263248980045319
said,according,0.239774823188782
billion,cash,0.473790287971497
march,month,0.815897166728973
economic,body,0.432754606008530
year,bond,0.193227365612984
firm,reuters,0.938831686973572
billion,non,0.323647171258926
billion,japan,0.872952520847321
market,set,0.340901523828506
costs,reuters,0.782719373703003
body,july,1.218732595443726
companies,home,0.473244667053223
increased,reuters,0.914392292499542
body,tax,2.453451156616211
earlier,month,0.838345944881439
field,said,4.340647697448730
place,said,4.057916164398193
study,said,4.148699283599854
trade,washington,0.285714000463486
term,bank,2.104816436767578
new,contract,0.416726857423782
central,billion,1.884635686874390
bank,month,0.564481019973755
set,australia,0.526844620704651
united,body,0.377816468477249
issues,london,1.047828555107117
body,service,1.436697125434875
deal,body,0.358988612890244
early,body,0.489354908466339
companies,dallas,0.265064686536789
companies,los,0.330349355936050
said,considering,0.168371111154556
said,add,0.156583920121193
gold,year,1.788127422332764
united,trade,1.232774972915649
congress,said,3.479666948318481
house,budget,0.456796944141388
airlines,said,4.052196502685547
people,south,1.195341110229492
title,gold,2.625810384750366
international,coffee,0.428270757198334
year,june,0.320943057537079
able,said,5.152992725372314
london,market,1.916879653930664
april,group,0.773492574691772
corporate,reuters,0.765008032321930
chairman,body,0.456588864326477
earlier,week,1.070087432861328
germany,japan,1.017236471176147
seen,said,3.127129554748535
year,non,0.216161757707596
non,billion,1.386241197586060
reuters,april,1.013924956321716
companies,signs,0.277433872222900
body,bond,1.131271004676819
body,house,2.081459283828735
fund,reuters,0.969661533832550
people,air,0.863843739032745
philippines,companies,2.873310804367065
places,american,1.812088608741760
record,test,0.229096204042435
cash,billion,1.819517135620117
oil,world,0.604646980762482
agreement,new,1.764141440391541
head,said,4.933945655822754
year,plan,0.261973708868027
tax,government,0.961931586265564
people,shares,2.358420133590698
body,previously,1.537153005599976
said,community,0.252285242080688
date,april,1.506627917289734
billion,term,0.517929673194885
offer,price,1.298459649085999
said,press,0.221737906336784
companies,makes,0.453400075435638
paris,march,1.418258428573608
line,reuters,1.029706478118896
april,lead,0.385815799236298
body,secretary,2.305764198303223
ended,body,0.401325523853302
fall,body,0.559389054775238
executive,vice,0.537642240524292
loss,ended,0.403644055128098
said,cuts,0.202108636498451
according,said,4.005809307098389
said,monday,0.148998811841011
end,january,1.129120230674744
cut,billion,2.245998859405518
lead,body,0.610099017620087
union,body,0.461827665567398
trade,market,1.079507827758789
year,department,0.385818928480148
risk,said,4.448365688323975
government,budget,0.739567637443542
bank,dollars,0.234742701053619
car,sales,2.895462751388550
price,set,0.447793841362000
agreement,stock,1.717012524604797
net,new,0.948400557041168
trade,talks,0.428886920213699
general,company,1.620158314704895
chicago,april,2.747980117797852
people,open,1.056233167648315
data,reuters,1.024547696113586
title,kong,1.250930190086365
company,current,0.889947772026062
york,bank,2.183488130569458
board,march,1.122910737991333
said,reporters,0.190471038222313
market,help,0.301679372787476
said,home,0.183906435966492
product,year,1.660647273063660
january,march,1.168978810310364
kong,said,4.314846992492676
said,announcement,0.179142326116562
price,shares,1.194303631782532
union,reuters,0.875442564487457
debt,york,0.446604371070862
companies,strike,0.471308261156082
currently,reuters,1.275490522384644
companies,january,1.019774317741394
report,reuters,0.646666467189789
details,body,0.454068183898926
ended,company,1.906095862388611
business,year,1.197862863540649
bank,federal,0.440045386552811
said,city,0.194730177521706
bond,april,2.490568876266479
money,japan,1.453923463821411
cut,year,2.096427202224731
price,april,0.990606307983398
said,drug,0.130041018128395
march,lead,0.457233846187592
kong,companies,1.897340297698975
korea,people,1.029954552650452
said,act,0.165759697556496
bank,financial,0.343710422515869
said,employees,0.139423936605453
said,closing,0.196862295269966
said,seen,0.178521573543549
international,march,0.978750884532928
said,remains,0.205815717577934
said,fuel,0.170576140284538
today,year,1.417559385299683
trade,government,0.806576788425446
people,report,1.356982827186584
public,shares,2.066160678863525
american,march,1.255158782005310
march,chairman,0.504592657089233
companies,deal,0.820630729198456
people,sale,2.507362127304077
people,billion,2.796273469924927
people,names,0.448349982500076
title,kansas,1.687063336372375
title,seven,2.148388147354126
title,filed,1.358845591545105
gold,people,0.657820224761963
growing,said,3.736142635345459
time,year,1.533516883850098
expected,market,1.677432179450989
said,personal,0.112115174531937
companies,silver,0.451165586709976
payment,date,0.635046303272247
reported,reuters,0.695433259010315
lead,bank,3.211010456085205
people,united,1.918236136436462
based,body,0.425679594278336
days,body,0.488186627626419
body,york,1.207841038703918
title,secretary,3.178220033645630
market,government,0.754855394363403
current,net,1.498907685279846
ended,sales,1.421998143196106
net,ago,0.531269311904907
businesses,said,3.206041336059570
share,sales,0.774459660053253
results,company,1.394976139068604
said,difficult,0.160244017839432
year,costs,0.278459757566452
net,shares,0.897101938724518
said,tariffs,0.129677042365074
bank,finance,0.235767960548401
london,international,1.306842446327209
morgan,said,4.080438613891602
companies,end,0.832804501056671
says,washington,0.336359441280365
bid,title,0.384538561105728
including,body,0.366371482610703
company,years,0.562394797801971
said,reports,0.257162511348724
act,said,3.712943792343140
bank,prime,0.256940901279449
today,market,1.423281788825989
billion,results,0.426813364028931
public,billion,2.449754714965820
said,law,0.262501269578934
kansas,city,1.005159020423889
companies,calls,0.398706406354904
body,products,1.689914464950562
funds,body,0.466627448797226
zealand,people,0.831351697444916
body,based,1.920480847358704
said,james,0.245103493332863
group,loss,1.412863850593567
earlier,reported,0.918038427829742
said,bring,0.211030721664429
said,took,0.207660540938377
said,reason,0.211718663573265
policy,reuters,0.703875660896301
billion,today,0.574564218521118
chairman,officer,0.509639263153076
billion,public,0.399424493312836
income,body,0.319634884595871
companies,chemical,0.579801738262177
oil,training,0.200178176164627
rise,bank,1.510076284408569
delivery,said,2.614708423614502
difficult,said,3.568264007568359
figure,said,3.726868867874146
company,results,0.515641808509827
year,officials,0.256980985403061
annual,company,1.417994141578674
budget,reuters,0.840782403945923
farm,title,0.458225637674332
said,best,0.191891849040985
key,said,3.602033138275146
reporters,said,3.911506414413452
west,texas,0.465959936380386
said,policies,0.159241452813148
performance,said,3.115073204040527
saying,said,3.198652029037476
press,said,3.138051748275757
york,company,1.970413208007812
john,said,5.654573917388916
bank,issue,0.264509320259094
march,rise,1.015165686607361
shares,set,0.400454938411713
issues,bond,0.749100983142853
british,body,0.315153867006302
australian,title,0.359234333038330
announced,body,0.354063242673874
south,body,0.499217927455902
rose,bank,1.822466850280762
oil,rose,0.548859357833862
loss,sale,0.822449386119843
year,half,0.277386575937271
income,net,1.493893980979919
chief,company,1.969567418098450
told,new,1.722357630729675
paid,reuters,0.895016193389893
march,foreign,0.630727767944336
companies,major,0.865673482418060
title,bid,2.976533889770508
new,training,0.179365962743759
june,new,1.957827091217041
american,new,1.516031503677368
party,said,3.843373298645020
said,hit,0.171522542834282
ahead,said,4.035573959350586
work,reuters,0.840819656848907
said,similar,0.149716839194298
billion,bond,0.289308667182922
people,issue,0.786277472972870
companies,ford,0.275650709867477
south,places,0.295690506696701
services,body,0.509211361408234
title,australian,2.022597551345825
previously,reuters,0.784629285335541
control,reuters,0.808386862277985
title,signed,1.362965941429138
said,looking,0.154376953840256
including,billion,1.711752533912659
reported,billion,1.714064121246338
foreign,new,1.098006844520569
year,finance,0.171643018722534
tax,reform,0.513912975788116
network,said,2.740046977996826
report,body,0.341140002012253
names,title,0.885945141315460
body,british,1.442476987838745
companies,white,0.533451676368713
months,training,0.252477556467056
current,market,1.404262781143188
gave,details,0.828841686248779
said,officer,0.160638436675072
central,reuters,0.764637887477875
companies,public,0.674024045467377
economic,title,0.338062852621078
title,fall,1.956090450286865
owned,body,0.533126294612885
long,body,0.528854489326477
title,end,2.659969806671143
people,australian,1.023377656936646
said,considered,0.177194193005562
believe,said,4.428839206695557
buy,share,1.126758456230164
agreement,shares,1.668719887733459
rise,increase,0.876839518547058
international,net,1.326283812522888
said,fully,0.209971562027931
companies,rose,0.742087781429291
long,debt,1.351909995079041
private,body,0.596503973007202
china,places,0.301031291484833
budget,body,0.443543314933777
body,received,1.317406177520752
held,company,1.604478597640991
year,term,0.345921814441681
drop,year,1.713955283164978
loss,include,0.302572637796402
year,low,0.225281268358231
offer,group,1.291083335876465
said,cover,0.167614474892616
budget,government,1.451092243194580
expected,rise,1.336383223533630
canadian,canada,0.739409863948822
title,business,3.013124942779541
title,today,3.096796512603760
additional,shares,1.577894210815430
rose,december,0.865340709686279
class,common,1.556720852851868
agreement,bank,2.228763580322266
saudi,said,5.676517486572266
fuel,said,4.277994632720947
said,cause,0.153247833251953
japan,agreement,0.817616224288940
new,president,0.613087236881256
said,head,0.157314315438271
march,finance,0.340777516365051
people,talks,1.041157960891724
offers,said,2.764158010482788
june,bank,2.473460435867310
issue,march,0.928089857101440
body,told,1.910324692726135
title,north,1.390812516212463
bank,rise,0.702345609664917
products,year,1.970660448074341
years,company,1.812647938728333
end,company,1.947531580924988
week,new,1.691277503967285
press,conference,0.619470417499542
japan,united,0.837232351303101
said,political,0.168379381299019
said,reach,0.199784204363823
new,expected,0.626648485660553
said,started,0.159224480390549
gold,silver,0.499510318040848
likely,year,1.875135421752930
stock,bank,1.404161810874939
use,body,0.395444303750992
domestic,reuters,0.979991734027863
body,major,2.005943298339844
places,iran,1.353348016738892
title,prime,1.509529948234558
body,increase,2.622573852539062
shares,owned,0.707475066184998
new,offer,0.885370790958405
year,budget,0.280919283628464
said,southern,0.248737320303917
buy,march,1.089107990264893
title,commission,2.555601358413696
central,body,0.403374195098877
season,said,3.311464548110962
year,chairman,0.254153519868851
loss,results,0.381795465946198
billion,business,0.559040069580078
year,cut,0.338816493749619
said,saying,0.218757212162018
said,won,0.171473354101181
end,month,1.149635672569275
march,expected,0.743029713630676
brazil,billion,1.647830247879028
april,government,0.803364336490631
stock,june,0.584166646003723
people,price,1.895995855331421
coffee,reuters,0.834317207336426
paris,reuters,0.779474318027496
title,firm,1.868439674377441
shares,cash,0.585134565830231
stock,buy,0.618825674057007
government,trade,1.259117841720581
agreement,tariffs,0.381569743156433
plans,year,2.193926334381104
said,producer,0.167306736111641
free,market,1.953734159469604
march,minister,0.562204062938690
iran,iraq,0.294267565011978
companies,medical,0.591225624084473
washington,june,1.131435513496399
countries,body,0.227565079927444
fund,body,0.511531651020050
title,expected,3.020150423049927
gets,march,1.712167024612427
closing,reuters,1.538759112358093
expected,april,1.252140164375305
bank,share,0.718433856964111
set,march,1.561282157897949
rules,said,4.077720165252686
japan,economic,0.503668427467346
company,told,0.590217411518097
commission,stock,1.609890580177307
people,west,1.550906658172607
data,title,0.422221302986145
title,coffee,1.785178542137146
people,wins,0.326427966356277
previous,billion,1.850821018218994
new,chairman,0.425557821989059
trade,world,0.544229686260223
note,sale,1.598291754722595
price,march,1.045334339141846
said,miles,0.146172448992729
world,new,2.051508188247681
offer,board,1.404239058494568
zealand,companies,1.577146887779236
said,iranian,0.107556454837322
march,filed,0.334308803081512
additional,reuters,0.759040236473083
test,money,1.841854929924011
share,months,0.651442706584930
march,financial,0.496796816587448
march,end,0.654416620731354
said,calls,0.154940351843834
said,east,0.162523344159126
stock,today,0.698480904102325
review,said,4.311989307403564
company,meeting,0.675649940967560
japan,cut,0.603812575340271
said,complete,0.128570631146431
expected,new,1.595940232276917
people,official,1.470187664031982
companies,iran,0.596978545188904
offers,title,0.311969816684723
statement,reuters,0.760263383388519
late,reuters,1.008102059364319
company,public,0.482552736997604
world,billion,2.300814867019653
said,lines,0.148980200290680
earlier,share,1.066990971565247
company,earlier,0.786872565746307
day,week,1.637722492218018
cash,year,1.698346495628357
term,billion,1.868495464324951
support,reuters,0.855841338634491
reuters,japan,1.233926892280579
angeles,said,4.517728805541992
march,general,0.533050537109375
commission,reuters,0.752650082111359
state,body,0.510064065456390
china,body,0.508234918117523
half,body,0.339525669813156
buy,common,0.821123182773590
taking,said,4.184563636779785
economic,government,1.415796279907227
foreign,oil,0.849159300327301
japan,government,0.854601085186005
statement,company,1.904865741729736
june,billion,2.195749759674072
year,program,0.253928154706955
bond,london,1.405085682868958
date,zealand,0.540628015995026
people,central,1.216192007064819
firm,title,0.386897295713425
body,community,1.504337668418884
said,feet,0.201508551836014
increase,shares,1.066405415534973
previously,reported,1.270802736282349
net,bank,1.198180556297302
reported,sales,1.299900174140930
year,president,0.366150379180908
issue,billion,1.257210493087769
car,said,5.656157016754150
said,building,0.157956391572952
comment,reuters,0.763804793357849
brazil,body,0.352690011262894
title,budget,2.266984224319458
companies,record,1.351429700851440
companies,kansas,0.528199255466461
people,canadian,1.334365844726562
company,time,0.586970806121826
today,new,1.354136824607849
september,year,1.720812916755676
body,months,2.557672023773193
said,network,0.178452342748642
product,reuters,0.721831083297729
data,body,0.540486037731171
increased,body,0.482375115156174
new,sales,0.869624555110931
said,america,0.181023716926575
class,stock,2.427297353744507
company,general,0.485653489828110
points,said,5.475540161132812
year,major,0.342626065015793
best,said,4.420208930969238
billion,national,0.344176381826401
said,question,0.160134628415108
number,reuters,1.006208539009094
companies,industry,1.252327561378479
start,reuters,0.862440884113312
march,debt,0.743914842605591
companies,plant,0.774750471115112
major,body,0.316386729478836
people,cuts,0.840492129325867
open,body,0.397395461797714
rose,increase,1.058231949806213
group,sales,0.977202057838440
war,said,5.304801940917969
question,said,5.944453239440918
january,sales,1.200902104377747
money,march,1.260700821876526
economic,japan,1.721363425254822
great,said,4.514991760253906
japan,official,0.641677379608154
statement,shares,1.580437064170837
year,issue,0.192567124962807
filed,said,6.331173896789551
companies,court,0.824007511138916
cover,said,3.919729232788086
cash,offer,1.404858112335205
new,set,0.362621665000916
april,board,0.841284692287445
reuters,oil,0.999432742595673
debt,stock,1.286557555198669
drug,said,4.442929267883301
september,body,0.394588261842728
title,economic,2.280732393264771
minneapolis,body,1.225953936576843
title,air,1.707295894622803
plus,reuters,0.846334397792816
pay,june,0.563643336296082
said,clear,0.181995421648026
oil,today,0.717108726501465
group,seven,0.500911116600037
american,net,1.700838088989258
latest,said,3.852300405502319
market,foreign,0.500074744224548
billion,income,0.509062826633453
said,suit,0.118894554674625
announced,company,1.681623578071594
meeting,company,1.669126629829407
countries,year,0.992419123649597
today,company,1.543830633163452
complete,said,4.228232860565186
end,bank,2.158132076263428
set,china,1.217468976974487
march,increase,0.889353454113007
body,end,1.929779410362244
companies,research,0.382533580064774
united,title,0.295145690441132
kong,body,0.623389661312103
ago,billion,1.825353145599365
bid,offer,1.775741815567017
said,settlement,0.182661086320877
end,april,1.340243816375732
bid,share,1.756488561630249
year,contract,0.248879387974739
march,ended,0.598353385925293
public,company,2.490297555923462
washington,federal,1.129381179809570
oil,products,0.539393842220306
showed,said,3.388611078262329
consider,said,3.281500577926636
march,united,0.932724475860596
said,morgan,0.143845677375793
contract,march,1.767645120620728
issues,billion,2.654959440231323
people,paris,1.326936483383179
wins,title,0.975783109664917
people,washington,0.693594038486481
author,june,3.105998039245605
times,said,5.753139019012451
told,government,1.352606773376465
robert,said,4.574801921844482
announcement,said,3.675537586212158
issue,new,1.120984315872192
ruling,party,0.995934844017029
april,month,0.688457548618317
market,shares,0.909212768077850
march,owned,0.759614884853363
products,food,0.555334806442261
people,economic,1.153986573219299
people,texas,0.775417447090149
title,public,2.152826070785522
places,group,2.644562959671021
loss,test,0.182366579771042
increase,rise,0.944031953811646
sets,stock,1.510873794555664
number,shares,2.091707944869995
california,said,4.458313465118408
market,given,0.400989264249802
said,came,0.146682858467102
time,company,1.670117497444153
feet,said,3.895187854766846
firm,company,2.352273941040039
earlier,bank,1.573769211769104
said,required,0.191171899437904
financial,net,1.873448967933655
people,share,2.135608434677124
central,title,0.315111190080643
new,told,0.546350896358490
year,charge,0.264297187328339
money,today,0.956950485706329
said,risk,0.106652900576591
plans,new,2.095768690109253
said,accept,0.128487020730972
company,end,0.596228182315826
april,agreement,0.768596827983856
health,said,5.391579151153564
products,japan,1.797434806823730
committee,reuters,0.788056492805481
share,test,0.203043535351753
reported,body,0.366866230964661
action,reuters,0.886378943920135
company,based,0.593355298042297
american,year,1.587036371231079
money,week,1.308068275451660
debt,plus,0.546944081783295
winter,said,4.646977424621582
year,time,0.324499249458313
company,companies,0.806966662406921
government,price,1.222476124763489
officials,told,0.753099501132965
new,service,0.410893976688385
dallas,said,4.304416179656982
march,contract,0.494121462106705
body,energy,1.571254014968872
companies,communications,0.785307645797729
places,sets,1.918543219566345
fall,title,0.436988085508347
second,reuters,0.922977924346924
industry,oil,0.798993408679962
year,seven,0.266222923994064
decided,said,3.942275047302246
said,know,0.189749822020531
major,new,1.318041443824768
tax,oil,0.947283744812012
japan,officials,0.457971513271332
federal,funds,0.737010121345520
major,year,1.379773378372192
international,market,1.242538928985596
bank,economic,0.388209342956543
pipeline,said,3.436808586120605
contract,company,2.434118270874023
april,rose,0.492048889398575
official,body,0.375586897134781
companies,service,0.620012700557709
energy,body,0.425206601619720
states,body,0.304572433233261
companies,senate,0.654381155967712
vice,chairman,1.375550150871277
said,majority,0.187767252326012
gave,said,3.213808298110962
changed,said,3.319450616836548
half,point,0.560292601585388
bank,policy,0.326133549213409
costs,year,1.800726890563965
billion,increased,0.339580088853836
tariffs,said,5.633970260620117
new,foreign,0.531936466693878
house,trade,0.777699291706085
making,billion,1.931001663208008
land,said,3.001639842987061
april,department,0.646353423595428
bank,expected,0.514067471027374
market,expected,0.589113652706146
north,american,1.247347712516785
trade,war,0.210570052266121
body,current,2.880445003509521
companies,test,0.344027459621429
continue,body,0.408785253763199
late,year,2.319242954254150
japan,open,0.461002886295319
financial,bank,2.109684944152832
said,ahead,0.176978573203087
international,organization,0.416877448558807
billion,ended,0.451238125562668
sales,january,0.768623471260071
washington,trade,1.686055660247803
president,new,1.574283123016357
said,light,0.174927175045013
foreign,told,0.586727380752563
west,year,1.568422317504883
run,said,4.401552200317383
proposed,company,1.797783732414246
companies,increase,1.131782770156860
prime,reuters,1.050178766250610
working,reuters,0.992108702659607
companies,saudi,0.499053597450256
body,statement,2.420617818832397
people,james,1.019291281700134
people,data,0.917237877845764
body,gold,1.904997587203979
officials,body,0.338306367397308
companies,launches,0.206139743328094
line,body,0.543207526206970
said,holds,0.146061122417450
market,central,0.468863427639008
board,record,1.188055992126465
new,federal,0.536415576934814
share,earlier,0.648680806159973
january,months,1.010148048400879
bank,agreement,0.630188941955566
billion,including,0.461744993925095
bank,brazil,0.340178549289703
food,products,0.982594430446625
products,new,1.882491946220398
products,title,0.353002607822418
body,south,1.713943481445312
change,body,0.564097702503204
official,training,0.274486392736435
people,offers,0.635473489761353
stock,test,0.247838303446770
rose,sales,1.226932048797607
common,march,1.081290721893311
early,year,2.134093046188354
trade,agreement,0.771670222282410
plan,year,1.638387203216553
issue,company,1.278017044067383
year,international,0.437556862831116
recently,said,3.637528181076050
march,tax,0.832001686096191
bank,term,0.475156545639038
said,health,0.136577010154724
range,reuters,1.001818537712097
possible,reuters,0.918093085289001
gets,contract,0.842881977558136
places,italy,1.286066770553589
people,chicago,0.627137422561646
new,financial,0.418983161449432
market,funds,0.400380223989487
clear,said,6.074293613433838
trade,week,0.882279694080353
said,charge,0.259499996900558
general,tariffs,0.307369619607925
official,trade,1.225500345230103
japan,new,1.088216304779053
month,bank,1.739518880844116
month,march,1.139958262443542
new,tax,0.701684713363647
ago,week,1.398129224777222
companies,current,1.243068456649780
people,rise,2.087784290313721
korea,companies,1.953914165496826
iranian,oil,2.114641904830933
march,issue,0.382320135831833
commission,body,0.397050261497498
companies,minneapolis,0.237679034471512
said,security,0.197506740689278
foreign,minister,0.509185910224915
year,second,0.256462663412094
said,changed,0.158540204167366
year,high,0.213191911578178
water,said,6.867588996887207
trade,house,0.597983956336975
debt,foreign,0.687714993953705
body,private,1.674998521804810
point,reuters,1.065543651580811
house,reuters,0.451810568571091
companies,great,0.534432113170624
january,training,0.247694164514542
company,report,0.601151227951050
said,nation,0.140215292572975
costs,company,1.961129546165466
consumer,price,1.155400156974792
march,earlier,0.863666772842407
japan,domestic,0.482847243547440
official,year,1.637947201728821
share,results,0.425083965063095
years,new,1.589923977851868
companies,agrees,0.253146559000015
services,company,2.418499231338501
include,share,2.003919124603271
longer,said,2.638345003128052
needs,said,3.895979166030884
company,today,0.694142460823059
york,billion,1.938334345817566
april,offer,0.885827362537384
opening,said,4.476282596588135
said,land,0.256060361862183
japan,foreign,0.566154003143311
issue,april,0.879500150680542
finance,told,0.817707419395447
canadian,company,1.747630119323730
billion,told,0.488542050123215
friday,reuters,0.913261890411377
interview,said,3.802910804748535
series,said,5.093493938446045
energy,reuters,0.806023418903351
people,british,1.006014823913574
companies,state,0.577899634838104
debt,set,0.468816101551056
costs,body,0.412912875413895
west,title,0.280950099229813
body,economic,1.654647231101990
training,oil,4.509366512298584
week,training,0.296697884798050
training,australia,1.629008054733276
employees,said,4.830729007720947
offer,cash,0.884866714477539
said,hard,0.137995511293411
cash,common,1.012687444686890
reported,company,1.742431402206421
companies,finance,0.433670252561569
tax,increase,0.898561418056488
defense,said,3.218224763870239
officer,reuters,1.220211386680603
offered,reuters,0.871043562889099
companies,day,0.513413667678833
title,white,1.703839063644409
sales,new,1.162842273712158
company,announced,0.615995228290558
results,share,1.048045158386230
common,group,0.987515509128571
new,issue,0.322436958551407
world,largest,0.883446991443634
months,loss,1.769826292991638
canada,billion,2.010615110397339
brazil,bank,1.856242299079895
said,legislation,0.173958614468575
group,york,0.388174355030060
kong,hong,0.790873944759369
june,test,0.436572223901749
proposed,reuters,0.717525243759155
lead,issue,0.801522374153137
texas,title,0.329262346029282
companies,australia,0.431025415658951
silver,reuters,0.912392139434814
years,training,0.278917640447617
companies,low,0.569191575050354
shares,board,0.928579211235046
saudi,oil,2.642233133316040
department,sales,1.101300358772278
city,march,1.901941061019897
companies,india,0.367697149515152
year,long,0.256849229335785
bank,earlier,0.597530603408813
chief,reuters,0.786086976528168
related,said,2.686788797378540
company,income,0.615008950233459
minister,government,1.325382113456726
payment,april,1.208016037940979
york,loss,2.125335693359375
product,body,0.380792111158371
body,states,2.279252290725708
urges,title,0.847391545772552
said,legal,0.180479913949966
